1STAFM0.SPL, name: Magic Missile, opcodes: 112 122 
SPIN873.SPL, name: null, opcodes: 270 
SPIN874.SPL, name: null, opcodes: 141 174 215 151 
SPIN875.SPL, name: null, opcodes: 141 151 
SPIN876.SPL, name: null, opcodes: 141 151 
SPIN877.SPL, name: Explosion, opcodes: 12 13 
SPIN878.SPL, name: Level Drain, opcodes: 139 141 216 174 142 74 
SPIN879.SPL, name: null, opcodes: 139 174 151 
SPIN880.SPL, name: null, opcodes: 174 177 
SPIN881.SPL, name: null, opcodes: 141 151 
SPIN882.SPL, name: Vampire Fear, opcodes: 174 54 142 24 
SPIN883.SPL, name: Domination, opcodes: 174 5 215 177 
SPIN884.SPL, name: Change Chicken, opcodes: 141 174 53 
SPIN885.SPL, name: Kamikaze Explosion, opcodes: 12 
SPIN886.SPL, name: , opcodes: 
SPIN887.SPL, name: null, opcodes: 215 
SPIN888.SPL, name: Flesh to Stone, opcodes: 215 13 
SPIN889.SPL, name: Flesh to Stone, opcodes: 174 134 
SPIN890.SPL, name: Demon Fear, opcodes: 174 142 24 
SPIN891.SPL, name: Moon Dog Howl, opcodes: 100 169 101 174 142 9 161 106 50 23 219 321 267 215 177 240 
SPIN892.SPL, name: Sleep, opcodes: 39 
SPIN893.SPL, name: Shadow Dragon Breath, opcodes: 139 141 216 174 142 215 74 
SPIN894.SPL, name: Red Dragon Breath, opcodes: 
SPIN895.SPL, name: Dragon Fear, opcodes: 174 54 142 24 
SPIN896.SPL, name: Repulse X, opcodes: 235 
SPIN897.SPL, name: Gas Spore, opcodes: 12 
SPIN898.SPL, name: Archer Protection, opcodes: 0 
SPIN899.SPL, name: null, opcodes: 
SPIN900.SPL, name: Zombie Change, opcodes: 50 174 151 
SPIN901.SPL, name: null, opcodes: 174 142 10 
SPIN902.SPL, name: null, opcodes: 174 215 151 
SPIN903.SPL, name: null, opcodes: 174 215 151 
SPIN904.SPL, name: null, opcodes: 174 215 151 
SPIN905.SPL, name: null, opcodes: 
SPIN906.SPL, name: null, opcodes: 169 101 23 142 321 296 267 161 106 240 
SPIN907.SPL, name: , opcodes: 12 
SPIN908.SPL, name: null, opcodes: 12 
SPIN909.SPL, name: Ego Whip, opcodes: 139 142 215 45 
SPIN910.SPL, name: Domination, opcodes: 174 5 215 
SPIN911.SPL, name: Ballistic Attack, opcodes: 12 
SPIN912.SPL, name: Detonate, opcodes: 174 12 
SPIN913.SPL, name: Mimic Acid, opcodes: 174 215 12 
SPIN914.SPL, name: Mimic Glue, opcodes: 141 158 142 109 
SPIN915.SPL, name: null, opcodes: 174 67 151 
SPIN916.SPL, name: Nether Spell, opcodes: 71 141 174 215 
SPIN917.SPL, name: Mane Gas, opcodes: 174 12 
SPIN918.SPL, name: Polymorph Other, opcodes: 174 67 
SPIN919.SPL, name: null, opcodes: 19 18 174 142 10 12 44 15 
SPIN920.SPL, name: Minor Spell Turning, opcodes: 291 174 200 
SPIN921.SPL, name: Deathsong, opcodes: 204 24 73 
SPIN922.SPL, name: null, opcodes: 151 
SPIN923.SPL, name: Limited Wish, opcodes: 17 50 139 215 164 
SPIN924.SPL, name: Partial cover, opcodes: 0 
SPIN925.SPL, name: Full cover, opcodes: 0 
SPIN926.SPL, name: Water Jet, opcodes: 139 174 142 12 45 
SPIN927.SPL, name: Boiling Rain Storm, opcodes: 174 142 12 45 
SPIN929.SPL, name: Mist Ball, opcodes: 139 141 174 142 12 74 
SPIN930.SPL, name: Magma Ball, opcodes: 12 
SPIN931.SPL, name: Sooty Ball, opcodes: 139 141 174 142 12 74 
SPIN932.SPL, name: Lightning Bolt, opcodes: 12 
SPIN933.SPL, name: Lightning Bolt, opcodes: 12 
SPIN934.SPL, name: Salt Crystals, opcodes: 174 142 12 45 
SPIN935.SPL, name: Glass Dust, opcodes: 141 174 177 
SPIN936.SPL, name: Ice Shard, opcodes: 174 12 
SPIN937.SPL, name: Color Spray, opcodes: 141 174 39 142 7 165 
SPIN938.SPL, name: Flame Fan, opcodes: 12 
SPIN939.SPL, name: Flame Jet, opcodes: 12 
SPIN940.SPL, name: Stinking Cloud, opcodes: 174 39 142 
SPIN941.SPL, name: Stone Spit, opcodes: 141 174 12 
SPIN942.SPL, name: Breathes Grit, opcodes: 174 12 165 
SPIN943.SPL, name: Blur, opcodes: 34 0 35 139 33 174 65 36 37 321 
SPIN944.SPL, name: Power Word, Stun, opcodes: 141 174 142 45 
SPIN945.SPL, name: Spellstrike, opcodes: 141 174 
SPIN946.SPL, name: Breach, opcodes: 141 174 
SPIN947.SPL, name: Mind Fog, opcodes: 141 174 37 
SPIN948.SPL, name: Lower Resistance, opcodes: 139 141 174 
SPIN949.SPL, name: Ruby Ray Of Reversal, opcodes: 141 174 
SPIN950.SPL, name: Flesh to Stone, opcodes: 139 174 215 134 
SPIN951.SPL, name: Power Word, Kill, opcodes: 174 13 
SPIN952.SPL, name: Phantasmal Killer, opcodes: 170 141 174 13 
SPIN953.SPL, name: Imprisonment, opcodes: 139 174 13 
SPIN954.SPL, name: Teleport, opcodes: 
SPIN955.SPL, name: null, opcodes: 151 
SPIN956.SPL, name: Hell Hound Flame Breath, opcodes: 12 165 
SPIN957.SPL, name: null, opcodes: 54 174 142 
SPIN958.SPL, name: Cure Serious Wounds, opcodes: 17 50 139 215 164 
SPIN959.SPL, name: Psionic Blast, opcodes: 142 215 45 
SPIN960.SPL, name: Paralyzation Ray, opcodes: 174 109 
SPIN961.SPL, name: Finger of Death, opcodes: 55 174 12 
SPIN962.SPL, name: Magic Missile, opcodes: 141 12 
SPIN963.SPL, name: null, opcodes: 215 151 
SPIN964.SPL, name: null, opcodes: 174 215 151 
SPIN965.SPL, name: null, opcodes: 17 
SPIN966.SPL, name: null, opcodes: 39 177 
SPIN967.SPL, name: null, opcodes: 151 
SPIN968.SPL, name: null, opcodes: 151 
SPIN969.SPL, name: null, opcodes: 151 
SPIN970.SPL, name: null, opcodes: 174 215 151 
SPIN971.SPL, name: null, opcodes: 174 215 151 
SPIN972.SPL, name: null, opcodes: 174 215 151 
SPIN973.SPL, name: Air Elemental Whirlwind, opcodes: 174 12 13 
SPIN974.SPL, name: Psionic Blast, opcodes: 142 215 45 
SPIN975.SPL, name: Psionic Domination, opcodes: 174 5 215 
SPIN976.SPL, name: Confusion, opcodes: 139 174 142 128 215 
SPIN977.SPL, name: Golem Slow, opcodes: 0 141 174 54 321 40 
SPIN978.SPL, name: Golem Haste, opcodes: 16 139 141 174 142 
SPIN979.SPL, name: Gas Cloud, opcodes: 142 25 
SPIN980.SPL, name: Charm Person, opcodes: 50 141 174 5 215 177 
SPIN981.SPL, name: Fear, opcodes: 139 141 174 142 24 
SPIN982.SPL, name: Disintegrate, opcodes: 238 141 174 
SPIN983.SPL, name: Slow, opcodes: 0 139 141 174 54 321 40 
SPIN984.SPL, name: Flesh to Stone, opcodes: 174 134 
SPIN985.SPL, name: Domination, opcodes: 141 174 5 215 177 
SPIN986.SPL, name: Cause Serious Wounds, opcodes: 50 141 174 12 
SPIN987.SPL, name: Agannazar's Scorcher, opcodes: 12 165 
SPIN988.SPL, name: Hold Person, opcodes: 50 141 175 174 177 
SPIN989.SPL, name: Lightning Bolt, opcodes: 12 
SPIN990.SPL, name: Paralyze, opcodes: 141 175 174 
SPIN991.SPL, name: Death Ray, opcodes: 174 13 
SPIN992.SPL, name: Anti-Magic Ray, opcodes: 139 141 81 58 77 177 215 240 60 
SPIN994.SPL, name: null, opcodes: 174 12 
SPIN995.SPL, name: null, opcodes: 141 151 
SPIN996.SPL, name: Death Gaze, opcodes: 50 175 174 142 151 
SPIN997.SPL, name: Vampiric Touch, opcodes: 206 146 
SPIN997A.SPL, name: null, opcodes: 141 174 146 12 
SPIN997B.SPL, name: null, opcodes: 18 
SPIN998.SPL, name: Silence, 15' Radius, opcodes: 139 141 38 174 142 
SPIN999.SPL, name: Paralyze, opcodes: 50 141 175 174 
SPJA01.SPL, name: Harper's Call, opcodes: 32 172 215 12 
SPPR101.SPL, name: Bless, opcodes: 139 174 142 215 130 
SPPR102.SPL, name: Command, opcodes: 174 39 142 215 177 
SPPR103.SPL, name: Cure Light Wounds, opcodes: 17 50 139 215 164 
SPPR104.SPL, name: Detect Evil, opcodes: 141 146 
SPPR105.SPL, name: Entangle, opcodes: 0 154 174 142 126 
SPPR106.SPL, name: Magical Stone, opcodes: 141 174 12 
SPPR107.SPL, name: Protection From Evil, opcodes: 100 139 174 219 142 9 215 
SPPR108.SPL, name: Remove Fear, opcodes: 50 169 101 141 174 23 142 321 267 161 106 240 
SPPR109.SPL, name: Sanctuary, opcodes: 153 174 
SPPR110.SPL, name: Shillelagh, opcodes: 111 215 
SPPR111.SPL, name: Armor of Faith, opcodes: 174 142 85 84 50 87 86 321 27 215 89 29 28 88 31 30 
SPPR113.SPL, name: Doom, opcodes: 34 50 35 139 33 141 174 54 36 142 37 321 
SPPR201.SPL, name: Aid, opcodes: 139 141 174 8 129 215 
SPPR202.SPL, name: Barkskin, opcodes: 34 0 35 139 33 141 174 36 142 7 
SPPR203.SPL, name: Chant, opcodes: 146 
SPPR203D.SPL, name: null, opcodes: 34 35 139 33 174 36 142 37 321 9 131 215 
SPPR203E.SPL, name: null, opcodes: 34 137 35 50 33 36 37 321 
SPPR204.SPL, name: Charm Person or Mammal, opcodes: 174 5 215 177 
SPPR205.SPL, name: Find Traps, opcodes: 50 141 174 146 150 
SPPR205D.SPL, name: Find Traps, opcodes: 150 
SPPR206.SPL, name: Flame Blade, opcodes: 111 215 
SPPR207.SPL, name: Goodberry, opcodes: 141 174 122 
SPPR208.SPL, name: Hold Person, opcodes: 175 174 177 
SPPR209.SPL, name: Know Alignment, opcodes: 139 141 115 
SPPR210.SPL, name: Resist Fire and Cold, opcodes: 85 84 50 139 174 142 321 215 28 30 
SPPR211.SPL, name: Silence, 15' Radius, opcodes: 139 38 174 142 215 
SPPR212.SPL, name: Slow Poison, opcodes: 50 141 174 11 164 
SPPR213.SPL, name: Spiritual Hammer, opcodes: 111 215 
SPPR214.SPL, name: Draw Upon Holy Might, opcodes: 139 174 142 8 132 
SPPR301.SPL, name: Animate Dead, opcodes: 177 
SPPR302.SPL, name: Call Lightning, opcodes: 12 
SPPR303.SPL, name: Dispel Magic, opcodes: 139 81 77 58 215 177 240 
SPPR304.SPL, name: Glyph of Warding, opcodes: 12 
SPPR305.SPL, name: Hold Animal, opcodes: 175 174 177 
SPPR306.SPL, name: Protection From Fire, opcodes: 50 84 139 174 142 321 215 30 
SPPR307.SPL, name: Remove Curse, opcodes: 50 139 215 26 
SPPR308.SPL, name: Remove Paralysis, opcodes: 50 163 162 215 46 240 
SPPR309.SPL, name: Invisibility Purge, opcodes: 50 139 116 141 215 
SPPR310.SPL, name: Miscast Magic, opcodes: 141 174 142 9 60 
SPPR311.SPL, name: Rigid Thinking, opcodes: 50 139 141 174 142 128 
SPPR312.SPL, name: Strength of One, opcodes: 50 139 174 142 97 215 44 
SPPR313.SPL, name: Holy Smite, opcodes: 177 
SPPR314.SPL, name: Unholy Blight, opcodes: 177 
SPPR315.SPL, name: Cure Medium Wounds, opcodes: 17 50 139 215 164 
SPPR317.SPL, name: Cure Disease, opcodes: 50 139 81 77 215 79 240 75 
SPPR318.SPL, name: Zone of Sweet Air, opcodes: 273 215 
SPPR319.SPL, name: Summon Insects, opcodes: 0 272 54 142 215 60 
SPPR401.SPL, name: Cure Serious Wounds, opcodes: 17 50 139 215 164 
SPPR402.SPL, name: Animal Summoning I, opcodes: 177 
SPPR403.SPL, name: Free Action, opcodes: 169 101 206 174 142 163 296 9 126 162 267 215 46 240 
SPPR404.SPL, name: Neutralize Poison, opcodes: 17 50 81 79 215 11 240 75 
SPPR405.SPL, name: Mental Domination, opcodes: 139 174 5 215 
SPPR406.SPL, name: Defensive Harmony, opcodes: 0 174 142 321 215 
SPPR407.SPL, name: Protection From Lightning, opcodes: 50 174 142 215 29 
SPPR408.SPL, name: Protection From Evil, 10' Radius, opcodes: 100 139 174 219 142 9 215 
SPPR409.SPL, name: Death Ward, opcodes: 50 169 101 174 142 282 215 
SPPR410.SPL, name: Call Woodland Beings, opcodes: 177 
SPPR411.SPL, name: Poison, opcodes: 174 142 9 215 177 12 
SPPR412.SPL, name: Holy Power, opcodes: 50 18 141 174 54 142 97 321 44 
SPPR413.SPL, name: Negative Plane Protection, opcodes: 169 101 174 142 282 267 215 
SPPR414.SPL, name: Cause Serious Wounds, opcodes: 50 141 174 111 
SPPR415.SPL, name: Farsight, opcodes: 239 174 215 
SPPR416.SPL, name: Cloak of Fear, opcodes: 50 174 142 24 264 215 
SPPR417.SPL, name: Lesser Restoration, opcodes: 93 215 240 224 
SPPR501.SPL, name: Animal Summoning II, opcodes: 177 
SPPR502.SPL, name: Cure Critical Wounds, opcodes: 17 50 139 215 164 
SPPR503.SPL, name: Flame Strike, opcodes: 215 12 
SPPR504.SPL, name: Raise Dead, opcodes: 32 172 215 
SPPR505.SPL, name: True Seeing, opcodes: 220 221 50 116 141 174 142 146 215 177 
SPPR505D.SPL, name: True Seeing, opcodes: 220 221 116 177 
SPPR506.SPL, name: Iron Skins, opcodes: 50 174 218 215 
SPPR507.SPL, name: Champion's Strength, opcodes: 50 54 174 142 97 145 215 44 
SPPR508.SPL, name: Chaotic Commands, opcodes: 50 169 206 101 174 142 296 267 215 
SPPR509.SPL, name: Magic Resistance, opcodes: 50 174 142 215 166 
SPPR510.SPL, name: Cause Critical Wounds, opcodes: 50 141 174 111 
SPPR511.SPL, name: Slay Living, opcodes: 50 174 111 
SPPR512.SPL, name: Greater Command, opcodes: 174 39 142 215 177 
SPPR513.SPL, name: Righteous Magic, opcodes: 18 250 174 142 321 8 44 
SPPR514.SPL, name: Mass Cure, opcodes: 17 50 139 215 164 
SPPR515.SPL, name: Repulse Undead, opcodes: 141 174 232 142 8 
SPPR515D.SPL, name: Repulse Undead, opcodes: 177 
SPPR516.SPL, name: Pixie Dust, opcodes: 139 141 174 20 
SPPR517.SPL, name: Insect Plague, opcodes: 272 142 24 215 60 
SPPR599.SPL, name: Slay Living, opcodes: 141 55 12 
SPPR601.SPL, name: Aerial Servant, opcodes: 177 
SPPR602.SPL, name: Animal Summoning III, opcodes: 177 
SPPR603.SPL, name: Blade Barrier, opcodes: 174 232 142 215 
SPPR603D.SPL, name: Blade Barrier, opcodes: 12 
SPPR604.SPL, name: Conjure Animals, opcodes: 177 
SPPR605.SPL, name: Conjure Fire Elemental, opcodes: 177 
SPPR606.SPL, name: Fire Seeds, opcodes: 139 174 122 
SPPR607.SPL, name: Heal, opcodes: 17 50 139 81 77 215 79 11 240 75 164 
SPPR608.SPL, name: Harm, opcodes: 50 174 111 
SPPR609.SPL, name: False Dawn, opcodes: 146 177 
SPPR609D.SPL, name: null, opcodes: 
SPPR610.SPL, name: Dolorous Decay, opcodes: 174 142 25 40 215 
SPPR611.SPL, name: Wondrous Recall, opcodes: 261 215 
SPPR612.SPL, name: Bolt of Glory, opcodes: 215 177 
SPPR613.SPL, name: Physical Mirror, opcodes: 174 197 
SPPR614.SPL, name: Sol's Searing Orb, opcodes: 111 
SPPR698.SPL, name: Blade Barrier, opcodes: 174 232 142 215 
SPPR698D.SPL, name: Blade Barrier, opcodes: 12 
SPPR699.SPL, name: Harm, opcodes: 50 141 174 12 
SPPR701.SPL, name: Shield of the Archons, opcodes: 50 139 141 201 174 142 
SPPR702.SPL, name: Conjure Earth Elemental, opcodes: 177 
SPPR703.SPL, name: Gate, opcodes: 177 
SPPR704.SPL, name: Nature's Beauty, opcodes: 139 141 55 174 142 215 74 
SPPR705.SPL, name: Fire Storm, opcodes: 12 
SPPR706.SPL, name: Symbol, Fear, opcodes: 141 174 142 24 
SPPR707.SPL, name: Sunray, opcodes: 139 174 142 146 215 177 12 74 
SPPR708.SPL, name: Finger of Death, opcodes: 141 55 12 
SPPR709.SPL, name: Confusion, opcodes: 139 174 142 128 215 
SPPR710.SPL, name: Holy Word, opcodes: 177 215 
SPPR711.SPL, name: Regeneration, opcodes: 50 139 98 174 142 215 
SPPR712.SPL, name: Resurrection, opcodes: 17 32 172 215 
SPPR713.SPL, name: Greater Restoration, opcodes: 17 23 321 93 77 161 79 11 215 242 240 224 
SPPR715.SPL, name: Unholy Word, opcodes: 215 177 
SPPR717.SPL, name: Creeping Doom, opcodes: 272 142 215 60 
SPPR718.SPL, name: Symbol, Stun, opcodes: 141 174 142 45 
SPPR719.SPL, name: Symbol, Death, opcodes: 141 209 
SPPR720.SPL, name: Earthquake, opcodes: 272 174 39 67 12 269 - Entry doesn't exist: SPENBLD.PRO
SPPR721.SPL, name: Energy Blades, opcodes: 139 174 111 
SPPR729.SPL, name: Mass Raise Dead, opcodes: 17 50 304 139 172 215 
SPPR950.SPL, name: True Sight, opcodes: 220 221 116 177 
SPPR951D.SPL, name: Fireshield (Blue), opcodes: 12 
SPPR952D.SPL, name: Fireshield (Red), opcodes: 12 
SPPR982.SPL, name: Dire Charm, opcodes: 141 174 5 177 
SPPR983.SPL, name: Confusion, opcodes: 139 174 142 128 215 
SPPR984.SPL, name: Chromatic Orb, opcodes: 139 141 174 142 12 45 
SPPR985.SPL, name: Flame Strike, opcodes: 174 215 12 
SPPR986.SPL, name: Miscast Magic, opcodes: 139 141 174 142 9 60 
SPPR987.SPL, name: Call Lightning, opcodes: 12 
SPPR988.SPL, name: Silence, 15' Radius, opcodes: 139 141 38 174 142 
SPPR989.SPL, name: Hold Person, opcodes: 141 175 174 177 
SPPR999.SPL, name: Raise Dead, opcodes: 32 
SPRA301.SPL, name: Haste, opcodes: 16 139 141 174 142 93 
SPRA302.SPL, name: Minor Spell Deflection, opcodes: 50 139 141 201 174 142 
SPRA303.SPL, name: Protection From Normal Missiles, opcodes: 139 156 174 83 142 8 
SPRA304.SPL, name: Animal Summoning I, opcodes: 174 177 
SPRA305.SPL, name: Animal Summoning II, opcodes: 174 177 
SPRA306.SPL, name: Animal Summoning III, opcodes: 174 177 
SPSD01.SPL, name: null, opcodes: 275 34 35 33 36 37 59 
spsd02.SPL, name: Shadowstep, opcodes: 1 206 20 66 7 144 231 145 
SPSREST.SPL, name: null, opcodes: 316 
SPVAMP1.SPL, name: null, opcodes: 151 
SPWI001.SPL, name: Fireball, opcodes: 12 
SPWI002.SPL, name: Lightning Bolt, opcodes: 12 
SPWI003.SPL, name: Magic Missile, opcodes: 12 
SPWI004.SPL, name: Stinking Cloud, opcodes: 39 142 
SPWI005.SPL, name: null, opcodes: 12 
SPWI006.SPL, name: null, opcodes: 55 174 12 
SPWI007.SPL, name: null, opcodes: 12 
SPWI008.SPL, name: null, opcodes: 142 25 12 
SPWI009.SPL, name: null, opcodes: 12 
SPWI010.SPL, name: null, opcodes: 139 141 81 174 58 77 177 215 12 240 
SPWI011.SPL, name: null, opcodes: 12 
SPWI012.SPL, name: null, opcodes: 12 
SPWI013.SPL, name: null, opcodes: 12 
SPWI014.SPL, name: Monster Summoning I, opcodes: 141 174 127 
SPWI015.SPL, name: Frost, opcodes: 12 
SPWI016.SPL, name: Cloudkill, opcodes: 55 12 
SPWI017.SPL, name: Minor Lightning Bolt, opcodes: 12 
SPWI018.SPL, name: Frost, opcodes: 12 
SPWI019.SPL, name: Monster Summoning II, opcodes: 174 127 
SPWI020.SPL, name: just ten damage, opcodes: 12 
SPWI021.SPL, name: null, opcodes: 12 
SPWI022.SPL, name: null, opcodes: 12 
SPWI023.SPL, name: null, opcodes: 174 13 
SPWI024.SPL, name: null, opcodes: 12 
SPWI050.SPL, name: Chaos, opcodes: 
SPWI051.SPL, name: Dispel Magic, opcodes: 
SPWI052.SPL, name: Power Word, Silence, opcodes: 
SPWI053.SPL, name: Flesh to Stone, opcodes: 174 215 134 
SPWI054.SPL, name: Finger of Death, opcodes: 141 55 174 12 
SPWI055.SPL, name: Disintegrate, opcodes: 238 174 215 
SPWI056.SPL, name: Disintegrate, opcodes: 238 174 215 
SPWI101.SPL, name: Grease, opcodes: 174 158 142 126 
SPWI102.SPL, name: Armor, opcodes: 0 139 174 142 215 
SPWI103.SPL, name: Burning Hands, opcodes: 12 165 
SPWI104.SPL, name: Charm Person, opcodes: 50 174 5 215 177 
SPWI105.SPL, name: Color Spray, opcodes: 139 39 142 7 165 
SPWI106.SPL, name: Blindness, opcodes: 50 139 174 142 215 74 
SPWI107.SPL, name: Friends, opcodes: 50 139 174 6 142 321 
SPWI108.SPL, name: Protection From Petrification, opcodes: 139 101 174 142 9 267 215 
SPWI110.SPL, name: Identify, opcodes: 21 
SPWI111.SPL, name: Infravision, opcodes: 50 139 141 174 142 63 
SPWI112.SPL, name: Magic Missile, opcodes: 141 12 
SPWI113.SPL, name: Protection From Evil, opcodes: 100 139 174 219 142 9 215 
SPWI114.SPL, name: Shield, opcodes: 0 50 139 206 174 142 215 
SPWI115.SPL, name: Shocking Grasp, opcodes: 174 111 215 
SPWI116.SPL, name: Sleep, opcodes: 139 174 39 142 215 177 
SPWI117.SPL, name: Chill Touch, opcodes: 111 215 
spwi117a.SPL, name: null, opcodes: 141 54 174 12 
SPWI118.SPL, name: Chromatic Orb, opcodes: 0 139 141 174 142 12 74 44 15 45 134 55 54 
SPWI119.SPL, name: Larloch's Minor Drain, opcodes: 206 146 
SPWI119A.SPL, name: null, opcodes: 18 141 174 12 
SPWI120.SPL, name: Reflected Image, opcodes: 141 174 159 
SPWI123.SPL, name: Find Familiar, opcodes: 192 
SPWI124.SPL, name: Nahal's Reckless Dweomer, opcodes: 214 280 
SPWI125.SPL, name: Spook, opcodes: 139 141 174 142 24 
SPWI201.SPL, name: Blur, opcodes: 34 0 35 139 33 174 65 36 37 321 
SPWI202.SPL, name: Detect Evil, opcodes: 141 146 
SPWI203.SPL, name: Detect Invisibility, opcodes: 50 116 141 174 215 
SPWI205.SPL, name: Horror, opcodes: 50 139 174 142 24 215 
SPWI206.SPL, name: Invisibility, opcodes: 139 174 20 
SPWI207.SPL, name: Knock, opcodes: 139 141 174 125 
SPWI208.SPL, name: Know Alignment, opcodes: 139 141 115 
SPWI209.SPL, name: Luck, opcodes: 275 34 35 139 33 141 174 277 36 142 276 37 133 50 321 59 92 91 90 
SPWI210.SPL, name: Resist Fear, opcodes: 50 169 101 174 23 142 321 267 161 215 106 240 
SPWI211.SPL, name: Melf's Acid Arrow, opcodes: 142 215 12 
SPWI212.SPL, name: Mirror Image, opcodes: 119 139 174 
SPWI213.SPL, name: Stinking Cloud, opcodes: 39 142 
SPWI214.SPL, name: Strength, opcodes: 50 139 174 142 97 321 215 44 
SPWI215.SPL, name: Web, opcodes: 139 174 157 142 109 
SPWI217.SPL, name: Agannazar's Scorcher, opcodes: 174 12 165 
SPWI218.SPL, name: Ghoul Touch, opcodes: 111 215 
SPWI219.SPL, name: Vocalize, opcodes: 50 139 169 101 48 174 142 267 215 240 
SPWI220.SPL, name: Power Word, Sleep, opcodes: 50 217 215 
SPWI221.SPL, name: Ray of Enfeeblement, opcodes: 50 139 141 174 142 44 
SPWI222.SPL, name: Chaos Shield, opcodes: 142 321 281 215 
SPWI223.SPL, name: Deafness, opcodes: 80 142 215 
SPWI224.SPL, name: Glitterdust, opcodes: 50 139 116 174 142 215 74 
SPWI298.SPL, name: Contingency – Mirror Image, opcodes: 119 139 
SPWI299.SPL, name: Summon Cow, opcodes: 152 12 
SPWI301.SPL, name: Clairvoyance, opcodes: 117 141 215 
SPWI302.SPL, name: Remove Magic, opcodes: 139 81 77 58 215 177 240 
SPWI303.SPL, name: Flame Arrow, opcodes: 12 
SPWI304.SPL, name: Fireball, opcodes: 265 12 
SPWI305.SPL, name: Haste, opcodes: 16 139 206 141 174 142 93 
SPWI306.SPL, name: Hold Person, opcodes: 175 174 177 
SPWI307.SPL, name: Invisibility, 10' Radius, opcodes: 139 141 174 20 
SPWI308.SPL, name: Lightning Bolt, opcodes: 12 
SPWI309.SPL, name: Monster Summoning I, opcodes: 177 
SPWI310.SPL, name: Non-Detection, opcodes: 69 139 141 174 142 
SPWI311.SPL, name: Protection From Normal Missiles, opcodes: 139 156 174 83 142 8 
SPWI312.SPL, name: Slow, opcodes: 0 139 141 174 54 142 321 40 240 
SPWI313.SPL, name: Skull Trap, opcodes: 141 12 
SPWI314.SPL, name: Vampiric Touch, opcodes: 206 146 
SPWI314A.SPL, name: null, opcodes: 141 146 215 12 
SPWI314B.SPL, name: null, opcodes: 206 18 215 
SPWI315.SPL, name: Wraithform, opcodes: 139 174 66 142 144 9 145 31 120 
SPWI316.SPL, name: Dire Charm, opcodes: 174 5 215 177 
SPWI317.SPL, name: Ghost Armor, opcodes: 0 50 139 174 142 9 215 
SPWI318.SPL, name: Minor Spell Deflection, opcodes: 50 139 141 201 174 
SPWI319.SPL, name: Protection From Fire, opcodes: 50 84 139 174 142 321 215 30 
SPWI320.SPL, name: Protection From Cold, opcodes: 85 50 139 174 142 321 215 28 
SPWI321.SPL, name: Spell Thrust, opcodes: 221 139 215 240 
SPWI322.SPL, name: Detect Illusion, opcodes: 220 221 141 174 215 
SPWI324.SPL, name: Hold Undead, opcodes: 185 177 
SPWI325.SPL, name: Melf's Minute Meteors, opcodes: 141 174 111 
SPWI326.SPL, name: Dispel Magic, opcodes: 139 81 77 58 215 177 240 
SPWI399.SPL, name: Lightning Bolt, opcodes: 12 
SPWI401.SPL, name: Confusion, opcodes: 139 174 142 128 215 
SPWI402.SPL, name: Dimension Door, opcodes: 141 174 124 
SPWI403.SPL, name: Fireshield (Blue), opcodes: 85 174 232 142 215 28 
SPWI403D.SPL, name: Fireshield (Blue), opcodes: 12 
SPWI404.SPL, name: Ice Storm, opcodes: 12 
SPWI405.SPL, name: Improved Invisibility, opcodes: 139 141 174 20 
SPWI406.SPL, name: Minor Globe of Invulnerability, opcodes: 102 139 155 206 174 142 8 
SPWI407.SPL, name: Monster Summoning II, opcodes: 177 
SPWI408.SPL, name: Stoneskin, opcodes: 50 174 218 215 
SPWI409.SPL, name: Contagion, opcodes: 50 139 142 78 215 
SPWI410.SPL, name: Remove Curse, opcodes: 50 139 215 26 
SPWI411.SPL, name: Emotion: Hopelessness, opcodes: 50 169 101 174 39 23 142 321 267 161 215 106 240 
SPWI412.SPL, name: Greater Malison, opcodes: 34 35 50 139 33 174 36 142 37 321 215 
SPWI413.SPL, name: Otiluke's Resilient Sphere, opcodes: 205 102 204 206 174 166 85 84 87 185 86 20 27 215 89 29 28 88 30 
SPWI414.SPL, name: Spirit Armor, opcodes: 0 50 139 174 37 7 142 9 215 12 
SPWI415.SPL, name: Polymorph Other, opcodes: 0 18 141 174 111 135 44 60 
SPWI416.SPL, name: Polymorph Self, opcodes: 171 139 206 142 172 146 215 
SPWI417.SPL, name: Enchanted Weapon, opcodes: 214 215 
SPWI418.SPL, name: Fireshield (Red), opcodes: 84 174 232 142 215 30 
SPWI418D.SPL, name: Fireshield (Red), opcodes: 12 
SPWI419.SPL, name: Secret Word, opcodes: 139 230 215 240 
SPWI420.SPL, name: Minor Sequencer, opcodes: 257 215 
SPWI420D.SPL, name: Spell Sequencer, opcodes: 258 172 
spwi420p.SPL, name: Spell Sequencer, opcodes: 260 172 
SPWI421.SPL, name: Teleport Field, opcodes: 222 141 174 
SPWI423.SPL, name: Spider Spawn, opcodes: 177 
SPWI424.SPL, name: Farsight, opcodes: 239 174 215 
SPWI425.SPL, name: Wizard Eye, opcodes: 206 141 174 67 
SPWI483.SPL, name: Morning Star, opcodes: 255 141 
SPWI484.SPL, name: Quarterstaff, opcodes: 255 141 
SPWI485.SPL, name: Long Sword, opcodes: 255 141 
SPWI486.SPL, name: Short Sword, opcodes: 255 141 
SPWI487.SPL, name: Axe, opcodes: 255 141 
SPWI488.SPL, name: Mace, opcodes: 255 141 
